Step,Value
1,4.259670257568359
2,3.9887192249298096
3,4.632861137390137
4,4.666636943817139
5,3.7081549167633057
6,5.643743991851807
7,4.845005035400391
8,5.279712677001953
9,5.099225997924805
10,5.071537971496582
11,4.6630120277404785
12,6.447197914123535
13,5.746121406555176
14,4.637511730194092
15,5.381067276000977
16,6.061342716217041
17,5.014612197875977
18,5.602076530456543
19,4.53989315032959
20,3.3362021446228027
21,5.185571670532227
22,4.816446304321289
23,4.648804187774658
24,6.628634929656982
25,3.999690294265747
26,4.053088665008545
27,5.376313209533691
28,2.9072749614715576
29,4.172459125518799
30,6.508196830749512
31,5.652596950531006
32,4.779113292694092
33,5.2187819480896
34,3.3948845863342285
35,4.67875337600708
36,2.8560001850128174
37,4.453824996948242
38,2.779250144958496
39,4.472280025482178
40,5.839227199554443
41,3.8753116130828857
42,3.258399724960327
43,3.033916711807251
44,4.111019134521484
45,4.633164882659912
46,3.4511399269104004
47,5.60657262802124
48,3.009666919708252
49,6.690056800842285
50,5.461367607116699
51,5.89053201675415
52,4.8053083419799805
53,4.126212120056152
54,5.094836235046387
55,4.450327396392822
56,5.499995708465576
57,3.2353014945983887
58,4.511604309082031
59,4.987681865692139
60,4.948111534118652
61,4.143787384033203
62,5.275396347045898
63,6.906276226043701
64,4.176174640655518
65,4.06105375289917
66,5.79774284362793
67,3.9178574085235596
68,4.261646747589111
69,4.301299571990967
70,4.144944667816162
71,5.817477703094482
72,5.874874114990234
73,3.0988149642944336
74,4.405501365661621
75,4.270744323730469
76,4.744063377380371
77,4.106305122375488
78,6.458033084869385
79,5.582340717315674
80,4.075946807861328
81,2.2911877632141113
82,2.785946846008301
83,3.871469736099243
84,4.170973300933838
85,5.1140336990356445
86,3.8523645401000977
87,3.8593780994415283
88,3.145700454711914
89,5.306803226470947
90,4.07521390914917
91,5.7033772468566895
92,5.5673394203186035
93,4.831027030944824
94,2.9137766361236572
95,4.589936256408691
96,5.85816764831543
97,4.8415207862854
98,4.603292465209961
99,3.4678449630737305
100,5.487303733825684
101,5.8998122215271
102,2.918178081512451
103,3.123884916305542
104,3.372030735015869
105,5.296473503112793
106,5.416810989379883
107,4.482883930206299
108,5.226490497589111
109,6.436512470245361
110,5.225189208984375
111,4.189280986785889
112,4.929339408874512
113,4.729917526245117
114,5.477627277374268
115,3.5951385498046875
116,5.470385551452637
117,3.5836894512176514
118,5.127568244934082
119,4.850883483886719
120,2.298377513885498
121,3.331732749938965
122,5.3562211990356445
123,3.8862833976745605
124,4.6646575927734375
125,4.888847351074219
126,4.371310234069824
127,4.650928020477295
128,4.995555877685547
129,4.182397365570068
130,4.5150651931762695
131,5.196653842926025
132,3.851634979248047
133,4.511403560638428
134,5.401665210723877
135,4.033802509307861
136,5.774703502655029
137,2.535083532333374
138,4.533682346343994
139,4.080713272094727
140,4.237007141113281
141,3.701751232147217
142,4.2437567710876465
143,4.484175205230713
144,3.380721092224121
145,3.4900684356689453
146,3.34700870513916
147,3.761566400527954
148,4.798769950866699
149,4.564634323120117
150,4.713359832763672
151,4.127170085906982
152,6.5167317390441895
153,5.777092456817627
154,4.057216644287109
155,3.9183363914489746
156,4.155635356903076
157,5.994271755218506
158,4.748257637023926
159,4.715184211730957
160,6.193086624145508
161,5.168826580047607
162,6.839341163635254
163,6.487379550933838
164,3.946242570877075
165,6.233270645141602
166,4.447999000549316
167,4.815730094909668
168,6.352488994598389
169,4.6506476402282715
170,4.813848972320557
171,6.1478986740112305
172,6.140163421630859
173,5.013187885284424
174,6.993154525756836
175,4.493980884552002
176,4.50925874710083
177,4.303248405456543
178,5.6704487800598145
179,4.0747246742248535
180,5.301431655883789
181,4.552463054656982
182,6.318210601806641
183,4.0318403244018555
184,3.969758987426758
185,4.640777111053467
186,5.2363362312316895
187,4.653115272521973
188,5.856401443481445
189,5.226931571960449
190,5.874561786651611
191,4.016843318939209
192,5.28615665435791
193,5.769789218902588
194,3.83335018157959
195,3.09264874458313
196,5.0453009605407715
197,6.046766757965088
198,5.312104225158691
199,3.0633552074432373
200,4.261392116546631
201,6.6944580078125
202,5.530676364898682
203,5.628325462341309
204,3.213604688644409
205,3.8513336181640625
206,5.993704319000244
207,5.842554092407227
208,4.355678558349609
209,6.147852897644043
210,6.283475875854492
211,4.471324920654297
212,4.924239158630371
213,4.996020317077637
214,4.609683990478516
215,5.630694389343262
216,4.452160835266113
217,4.383248805999756
218,3.8610639572143555
219,4.736109256744385
220,5.822005748748779
221,4.996399879455566
222,6.371459484100342
223,3.905385971069336
224,4.943732738494873
225,4.464971542358398
226,4.817281246185303
227,4.800551891326904
228,3.108950138092041
229,5.156998634338379
230,6.656359672546387
231,5.6392316818237305
232,3.7475831508636475
233,6.596527576446533
234,5.1269941329956055
235,5.294729709625244
236,5.0609130859375
237,5.09322452545166
238,5.682003021240234
239,3.811480760574341
240,4.384425640106201
241,3.6129233837127686
242,6.018457412719727
243,2.9578981399536133
244,5.573648929595947
245,5.208227634429932
246,3.66909122467041
247,4.9198222160339355
248,4.855900764465332
249,2.7222518920898438
250,4.479607582092285
251,4.957739353179932
252,6.429545879364014
253,3.4539263248443604
254,6.019138813018799
255,6.954913139343262
256,5.701574802398682
257,6.34526252746582
258,3.9033918380737305
259,5.5889573097229
260,4.087602138519287
261,2.624638319015503
262,4.616523265838623
263,4.433690547943115
264,5.7584228515625
265,4.2725677490234375
266,4.440874099731445
267,2.4607677459716797
268,4.860867023468018
269,5.61520528793335
270,5.756921291351318
271,6.562463283538818
272,6.00402307510376
273,2.4555134773254395
274,4.599314212799072
275,5.591353893280029
276,5.573012351989746
277,5.264268398284912
278,5.941298007965088
279,4.712345600128174
280,4.04739236831665
281,3.822509288787842
282,4.980720520019531
283,6.4092302322387695
284,6.22587776184082
285,5.264965057373047
286,4.499912738800049
287,3.352386951446533
288,5.805836200714111
289,4.996561050415039
290,4.416576385498047
291,5.3896636962890625
292,6.370357513427734
293,6.111547946929932
294,3.5031309127807617
295,3.8195223808288574
296,4.148924350738525
297,5.709324359893799
298,6.072349548339844
299,5.97662353515625
300,5.878345966339111
301,4.492196559906006
302,3.9105935096740723
303,3.9375855922698975
304,2.502575635910034
305,4.786550998687744
306,4.889421463012695
307,5.482607364654541
308,3.402104377746582
309,2.973332166671753
310,4.688467502593994
311,3.1317036151885986
312,3.090549945831299
313,4.55677604675293
314,4.135712623596191
315,5.050421237945557
316,4.187249660491943
317,4.730360507965088
318,5.55225944519043
319,5.152956485748291
320,2.9249815940856934
321,5.8346781730651855
322,4.249706268310547
323,5.2367753982543945
324,4.618902683258057
325,4.722265243530273
326,5.091091632843018
327,2.7014694213867188
328,3.185572624206543
329,3.347006320953369
330,6.9160895347595215
331,4.227536201477051
332,5.663549423217773
333,5.258544921875
334,3.3983373641967773
335,6.232381820678711
336,5.4977006912231445
337,4.01158332824707
338,5.249922752380371
339,3.1343307495117188
340,5.910030841827393
341,4.80042839050293
342,5.456429958343506
343,4.230543613433838
344,3.977856159210205
345,5.169625759124756
346,4.647488594055176
347,4.619307041168213
348,4.074606418609619
349,4.356085777282715
350,5.861940860748291
351,4.759413242340088
352,5.116715908050537
353,6.060957431793213
354,4.3063883781433105
355,4.338466167449951
356,5.059484481811523
357,6.238770008087158
358,5.787044525146484
359,3.6062467098236084
360,5.336777687072754
361,4.827683925628662
362,5.20542573928833
363,6.917774200439453
364,4.664878845214844
365,4.2581257820129395
366,4.997686862945557
367,4.43037223815918
368,5.06758451461792
369,4.375933647155762
370,4.870517253875732
371,5.715267658233643
372,4.323937892913818
373,3.1057581901550293
374,4.925978183746338
375,6.031623363494873
376,3.448408365249634
377,4.215859889984131
378,5.869414806365967
379,3.076014280319214
380,3.8768720626831055
381,5.912954330444336
382,4.742963790893555
383,4.267043590545654
384,4.155410289764404
385,4.287606716156006
386,3.403271436691284
387,3.6718909740448
388,5.080767631530762
389,4.3492560386657715
390,4.6947832107543945
391,6.465687274932861
392,5.059696674346924
393,5.313438892364502
394,5.863532066345215
395,5.536255359649658
396,5.664498329162598
397,6.1751508712768555
398,3.334993362426758
399,4.490232944488525
400,5.571669578552246
401,3.0811707973480225
402,5.073731899261475
403,6.248825550079346
404,4.315561294555664
405,6.681855201721191
406,4.605566501617432
407,4.0171942710876465
408,5.817584037780762
409,4.274866104125977
410,5.938000679016113
411,4.849667072296143
412,5.692950248718262
413,3.813418388366699
414,2.7179300785064697
415,5.850252151489258
416,1.826669454574585
417,4.208619594573975
418,4.860723495483398
419,3.297309398651123
420,3.5894627571105957
421,4.617343902587891
422,5.22546911239624
423,6.3006672859191895
424,3.3874123096466064
425,4.579799175262451
426,5.146347522735596
427,6.0931854248046875
428,5.117327690124512
429,3.9864275455474854
430,3.9737842082977295
431,4.831603050231934
432,6.345680236816406
433,3.4601755142211914
434,6.183556079864502
435,6.276225566864014
436,6.530462741851807
437,5.588675022125244
438,6.311847686767578
439,6.499605655670166
440,5.059372425079346
441,3.6500396728515625
442,5.132819175720215
443,3.900949239730835
444,4.432206630706787
445,4.32410192489624
446,5.5259785652160645
447,6.071920394897461
448,6.698298931121826
449,3.7511250972747803
450,5.355064868927002
451,6.0702738761901855
452,6.186872959136963
453,4.957667350769043
454,3.145744562149048
455,4.929661273956299
456,5.62675142288208
457,4.245607376098633
458,3.689760684967041
459,3.4955315589904785
460,4.020086765289307
461,3.17354679107666
462,5.448127269744873
463,5.229588031768799
464,4.684751510620117
465,5.42601203918457
466,5.298748016357422
467,6.2682414054870605
468,4.93876838684082
469,4.759579181671143
470,4.328226566314697
471,2.9036550521850586
472,5.090998649597168
473,3.929246187210083
474,3.8087027072906494
475,5.220452308654785
476,3.216549873352051
477,6.660572528839111
478,4.296528339385986
479,4.45335578918457
480,5.577949523925781
481,3.9150803089141846
482,3.538484811782837
483,6.105618953704834
484,6.046868324279785
485,4.475124359130859
486,3.1940112113952637
487,4.964214324951172
488,5.534853935241699
489,5.234143257141113
490,6.5692291259765625
491,6.152217864990234
492,3.6352310180664062
493,5.173534393310547
494,5.516916751861572
495,5.338860988616943
496,5.959127426147461
497,6.202215194702148
498,2.861103057861328
499,4.8871283531188965
500,3.628666400909424
501,4.169596195220947
502,5.710287094116211
503,4.610344886779785
504,4.703847885131836
505,5.307992935180664
506,2.946438789367676
507,6.116623878479004
508,6.187133312225342
509,4.029306888580322
510,4.715946674346924
511,5.7414422035217285
512,4.844457626342773
513,4.7449259757995605
514,5.315742015838623
515,5.068608283996582
516,5.8001389503479
517,4.246850490570068
518,4.834947109222412
519,6.148120403289795
520,4.279746055603027
521,6.7396039962768555
522,4.445895195007324
