Step,Value
1,2.2879393100738525
2,6.143563270568848
3,5.298821926116943
4,5.245223522186279
5,2.1910898685455322
6,4.417884349822998
7,6.463927268981934
8,4.902927875518799
9,5.0681257247924805
10,4.571338653564453
11,5.169787406921387
12,6.787001609802246
13,6.046814441680908
14,3.82975435256958
15,5.40295934677124
16,4.080970287322998
17,5.0799031257629395
18,4.765796184539795
19,3.8940041065216064
20,5.179012298583984
21,2.3671016693115234
22,6.343262672424316
23,3.5341036319732666
24,2.5166661739349365
25,3.9416089057922363
26,4.75111722946167
27,4.962371826171875
28,3.0837388038635254
29,3.4053187370300293
30,4.043034553527832
31,4.384199619293213
32,6.498353481292725
33,5.321648597717285
34,5.428877830505371
35,4.765531539916992
36,4.772497177124023
37,4.699069499969482
38,7.235790729522705
39,4.91703462600708
40,6.7248334884643555
41,5.81308650970459
42,5.4286909103393555
43,5.711119174957275
44,5.224144458770752
45,5.702303409576416
46,3.247014284133911
47,4.1120805740356445
48,5.160340309143066
49,5.710054874420166
50,4.578619956970215
51,3.027472734451294
52,4.031393051147461
53,5.66575288772583
54,3.892298460006714
55,3.7589991092681885
56,5.461401462554932
57,2.521744966506958
58,6.176008224487305
59,2.9892892837524414
60,5.196198463439941
61,2.8485937118530273
62,7.407043933868408
63,3.987553358078003
64,6.426702976226807
65,5.866697788238525
66,5.033656120300293
67,3.618914842605591
68,6.990381717681885
69,3.9563050270080566
70,5.44288444519043
71,7.135776519775391
72,6.639681816101074
73,2.5231692790985107
74,5.4979753494262695
75,4.317906856536865
76,5.0410356521606445
77,3.6683385372161865
78,2.8288135528564453
79,3.7439825534820557
80,2.5419411659240723
81,7.2385334968566895
82,4.125986576080322
83,3.441221237182617
84,5.687806129455566
85,5.8096795082092285
86,3.035588264465332
87,2.8882789611816406
88,3.0998120307922363
89,5.168198585510254
90,4.927903175354004
91,4.31671667098999
92,7.385295867919922
93,6.18441915512085
94,4.412055015563965
95,3.859066963195801
96,5.139662265777588
97,4.8352813720703125
98,4.324145793914795
99,4.9469804763793945
100,3.6107211112976074
101,6.561227798461914
102,4.757496356964111
103,6.756289482116699
104,3.8987033367156982
105,3.416949510574341
106,5.897841930389404
107,6.1236891746521
108,4.546517848968506
109,5.643896102905273
110,3.1460530757904053
111,4.568403720855713
112,2.995471477508545
113,4.356893539428711
114,4.490744590759277
