Step,Value
95,1.1116485595703125
96,0.934635579586029
97,0.5484522581100464
98,1.1271377801895142
99,1.389291763305664
100,1.235182523727417
101,0.954595685005188
102,0.5908998250961304
103,0.8834487199783325
104,0.7048206329345703
105,0.8145928978919983
106,0.9786204695701599
107,1.040910005569458
108,0.7465668320655823
109,1.388700008392334
110,0.7217507362365723
111,1.3214198350906372
112,0.8056799173355103
113,1.4318408966064453
114,1.1809967756271362
115,0.9662603139877319
116,1.210798740386963
117,1.7476646900177002
118,1.5554356575012207
119,2.276278018951416
120,1.5139573812484741
121,1.256183385848999
122,2.073664665222168
123,1.5111939907073975
124,2.231379508972168
125,1.687813401222229
126,2.1541483402252197
127,1.7708501815795898
128,1.984520435333252
129,0.7367399334907532
130,1.4499313831329346
131,1.3347153663635254
132,1.2000635862350464
133,1.5119379758834839
134,2.1848678588867188
135,1.7523800134658813
136,2.3133301734924316
137,2.1240758895874023
138,2.111116647720337
139,1.6448655128479004
140,2.4541170597076416
141,1.4674224853515625
142,2.5215024948120117
143,2.5304582118988037
144,2.0231974124908447
145,1.8449527025222778
146,3.803894281387329
147,1.3423104286193848
148,2.9542031288146973
149,1.8347644805908203
150,2.3494842052459717
151,2.570491313934326
152,1.7277575731277466
153,2.4260635375976562
154,1.1978379487991333
155,1.8833014965057373
156,1.7080659866333008
157,2.6892247200012207
158,2.960489511489868
159,1.4273583889007568
160,2.947866439819336
161,2.8351895809173584
162,3.0687994956970215
163,2.1572558879852295
164,1.6789759397506714
165,3.4022960662841797
166,2.954526424407959
167,1.4756370782852173
168,4.707034587860107
169,4.359222888946533
170,3.5683560371398926
171,3.7227587699890137
172,2.5679407119750977
173,4.069411277770996
174,5.418938159942627
175,8.750473976135254
176,6.0509772300720215
177,7.212474346160889
178,3.738692283630371
179,3.670546531677246
180,2.5645864009857178
181,3.4171340465545654
182,2.542818307876587
183,3.0548770427703857
184,1.3310438394546509
185,4.1836066246032715
186,2.991715669631958
187,2.5298666954040527
188,3.106271982192993
189,2.747990369796753
190,5.92942476272583
191,7.872824668884277
192,7.340581893920898
193,7.724032402038574
194,3.783067464828491
195,3.1875905990600586
196,2.9092137813568115
197,2.816845178604126
198,2.311790943145752
199,1.458156704902649
200,2.444179058074951
201,2.3981542587280273
202,3.1940102577209473
203,1.633965253829956
204,1.1781272888183594
205,1.157293438911438
206,1.1205763816833496
207,2.4920225143432617
208,2.839620590209961
209,2.2358829975128174
210,2.7457056045532227
211,1.7541520595550537
212,1.5677013397216797
213,2.3529298305511475
214,3.017033338546753
215,2.682004451751709
216,2.027559757232666
217,2.1097781658172607
218,2.2692244052886963
219,2.7274656295776367
220,2.7882497310638428
221,2.4849274158477783
222,1.020643711090088
223,2.7940173149108887
224,2.696770191192627
225,3.138674736022949
226,4.000695705413818
227,3.9255144596099854
228,2.322737455368042
229,4.2290496826171875
230,2.653653621673584
231,3.3739471435546875
232,3.5110719203948975
233,3.7911770343780518
234,2.477341890335083
235,3.977276086807251
236,3.4294593334198
237,5.531177043914795
238,4.553267478942871
239,4.273972034454346
240,5.073686122894287
241,4.560405731201172
242,3.2446959018707275
243,3.082883358001709
244,4.207157135009766
245,2.6925556659698486
246,2.622500419616699
247,4.019671440124512
248,4.1273369789123535
249,3.9119906425476074
250,2.908595085144043
251,4.538347244262695
252,2.4145610332489014
253,2.834627389907837
254,1.5850975513458252
255,1.120829463005066
256,1.0369411706924438
257,2.7741782665252686
258,2.033069133758545
259,3.302849054336548
260,3.158989191055298
261,3.3276844024658203
262,2.2589457035064697
263,2.4318227767944336
264,2.195327043533325
265,2.5780742168426514
266,3.272671937942505
267,2.617661714553833
268,5.714118003845215
269,2.5663681030273438
270,4.345175266265869
271,2.874795913696289
272,2.8624963760375977
273,1.2578240633010864
274,1.8327404260635376
275,1.9513202905654907
276,2.025364875793457
277,1.777442455291748
278,1.6893596649169922
279,1.421294927597046
280,1.3577824831008911
281,1.4024375677108765
282,0.9710033535957336
283,1.6473890542984009
284,1.4620836973190308
285,0.6084136962890625
286,0.9847956895828247
287,1.7342901229858398
288,2.9754157066345215
289,2.546332359313965
290,3.4373531341552734
