Step,Value
0,0.0
1,0.0
2,0.0
3,2.769049882888794
4,0.006357142701745033
5,0.0
6,0.0
7,0.0
8,2.620333433151245
9,0.003642857074737549
10,3.446214199066162
11,4.462555408477783
12,0.00215000007301569
13,0.0005499999970197678
14,0.0
15,0.0
16,0.0
17,2.2997777462005615
18,0.006681818049401045
19,0.0
20,0.008166667073965073
21,0.0
22,2.489363670349121
23,0.029045455157756805
24,0.0
25,0.0
26,0.0
27,0.009650000371038914
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0020000000949949026
33,0.0
34,2.487222194671631
35,0.0025714286603033543
36,2.0189285278320312
37,4.302428722381592
38,4.847142696380615
39,0.0044999998062849045
40,6.25000029685907e-05
41,0.0
42,0.0
43,9.999999747378752e-05
44,2.4497499465942383
45,0.019227271899580956
46,0.0
47,1.860687494277954
48,0.004555555526167154
49,0.00342857139185071
50,0.0
51,0.0
52,0.0
53,0.0
54,1.983222246170044
55,4.447076797485352
56,0.010461538098752499
57,2.4617857933044434
58,4.699153900146484
59,0.0035000001080334187
60,2.391071319580078
61,0.010583333671092987
62,0.0
63,2.328350067138672
64,0.005333333276212215
65,2.80649995803833
66,0.021888889372348785
67,2.4822499752044678
68,0.006049999967217445
69,0.0
70,2.9725499153137207
71,0.005222222302109003
72,2.8877499103546143
73,0.012318181805312634
74,0.0
75,0.0
76,0.0
77,0.007583333179354668
78,0.0
79,0.0
80,0.0
81,3.0604000091552734
82,4.324900150299072
83,4.226666450500488
84,0.002055555582046509
85,2.6430554389953613
86,0.005857143085449934
87,0.0
88,0.0
89,0.0
90,0.0
91,2.6033332347869873
92,0.009954545646905899
93,0.0
94,0.0
95,2.5040769577026367
96,0.008230769075453281
97,0.0003846153849735856
98,3.84615377697628e-05
99,0.0
100,0.008772727102041245
101,0.0
102,0.0
103,3.0529375076293945
104,0.002374999923631549
105,0.0
106,2.643125057220459
107,0.0037499999161809683
108,0.0
109,0.0
110,2.7335000038146973
111,0.0018571428954601288
112,2.8288333415985107
113,0.0067222220823168755
114,0.007454545237123966
115,2.526545524597168
116,0.008277777582406998
117,0.0
118,0.0
119,2.7848000526428223
120,0.04955555498600006
121,0.0
122,0.0013888889225199819
123,2.879458427429199
124,0.04686363786458969
125,1.8936666250228882
126,4.418375015258789
127,0.03890909254550934
128,3.1086249351501465
129,0.006038461346179247
130,2.5172998905181885
131,4.255499839782715
132,0.003444444388151169
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,2.8491499423980713
139,0.002199999988079071
140,2.8480000495910645
141,4.872125148773193
142,0.00774999987334013
143,0.0
144,0.007249999791383743
145,0.010125000029802322
146,4.999999873689376e-05
147,8.333333244081587e-05
148,2.4203333854675293
149,0.18805000185966492
150,0.0
151,2.8446249961853027
152,4.635611057281494
153,0.009937499649822712
154,0.0008999999845400453
155,0.00011111111234640703
156,0.0
157,3.0856666564941406
158,0.005785714369267225
159,2.433285713195801
160,0.01360000018030405
161,0.0
162,0.0
163,0.0026363637298345566
164,0.007375000044703484
165,0.005874999798834324
166,0.0
167,0.0001250000059371814
168,0.0007999999797903001
169,2.8548333644866943
170,4.714227199554443
171,0.22404545545578003
172,0.0001818181772250682
173,0.009650000371038914
174,2.4643635749816895
175,4.61466646194458
176,0.012500000186264515
177,7.69230755395256e-05
178,0.0
179,0.0001428571413271129
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0001428571413271129
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0035500000230968
194,0.007833333685994148
195,0.0001818181772250682
196,0.0
197,0.0
198,0.0
199,0.0
200,7.142857066355646e-05
201,0.0
202,0.0038999998942017555
203,2.6579999923706055
204,0.10658333450555801
205,4.545454430626705e-05
206,0.0
207,0.0
208,4.545454430626705e-05
209,0.0002857142826542258
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0007999999797903001
215,0.0
216,0.0
217,0.0018333332845941186
218,0.0044999998062849045
219,0.0
220,0.0
221,0.009850000031292439
222,2.3390908241271973
223,0.05705000087618828
224,0.0
225,0.0
226,0.00671428581699729
227,0.001714285695925355
228,0.0
229,0.0
230,0.0
231,7.142857066355646e-05
232,0.0
233,0.0
234,0.0
235,0.00019999999494757503
236,0.0002500000118743628
237,0.0008181818411685526
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0005000000237487257
247,0.0032999999821186066
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,3.571428533177823e-05
257,0.001416666666045785
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0008571428479626775
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,5.555555617320351e-05
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,8.333333244081587e-05
284,0.0
285,0.0
286,0.0
287,6.25000029685907e-05
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.009071428328752518
297,0.011500000022351742
298,4.166666622040793e-05
299,0.0
300,0.0
301,0.0
302,0.000538461550604552
303,4.166666622040793e-05
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.004550000187009573
311,0.0020000000949949026
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,8.333333244081587e-05
319,0.0
320,0.0
321,0.0
322,0.0008125000167638063
323,0.00021428571199066937
324,8.333333244081587e-05
325,0.0
326,0.0
327,0.0008888888987712562
328,0.0
329,0.0
330,0.0
331,3.333333370392211e-05
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0006000000284984708
339,0.0
340,0.0
341,0.0
342,0.0002500000118743628
343,0.0019444444915279746
344,0.0021250001154839993
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,9.09090886125341e-05
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0001428571413271129
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0007142857066355646
370,0.0
371,4.999999873689376e-05
372,0.002166666556149721
373,0.0005833333125337958
374,0.0
375,0.0
376,0.00027777778450399637
377,0.0
378,0.0
379,0.0
380,0.0005714285653084517
381,0.0
382,0.0
383,0.0
384,0.00011111111234640703
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.00013333333481568843
392,0.0016250000335276127
393,0.0022499999031424522
394,0.0
395,0.00019999999494757503
396,0.0019000000320374966
397,0.0019499999471008778
398,0.001958333421498537
399,0.0
400,0.0
401,0.0
402,3.84615377697628e-05
403,0.0003000000142492354
404,0.0
405,0.0
